Epoche,Batch,loss,Time
1,300,4.171771545410156,2.04361205
1,600,4.16848388671875,2.044249633
1,900,4.238115081787109,2.016527946
1,1200,4.2822412109375,2.0514854180000004
1,1500,3.995052490234375,2.210877878
1,1800,4.030167694091797,2.2335704220000014
1,2100,4.019856262207031,2.084677395
1,2400,3.7776307678222656,2.0299883769999987
1,2700,3.5850259399414064,2.2334711489999997
1,3000,3.3647865295410155,2.044198336000001
1,3300,3.2277841186523437,1.9993123279999985
1,3600,2.6692832946777343,2.026103141
1,3900,2.378898696899414,2.112282006000001
1,4200,1.8973405456542969,2.0880213050000016
1,4500,1.4539826965332032,2.2342565850000042
1,4800,1.0118062210083008,2.1400577060000003
1,5100,0.5285699272155762,2.045125892999998
1,5400,0.21454700469970703,2.0517998340000005
1,5700,0.15373366355895995,1.9786981860000026
1,6000,0.29684271812438967,2.054039065000005
1,6300,0.5196224021911621,2.089648300999997
1,6600,0.39694761276245116,1.9957351719999963
1,6900,0.27208452224731444,2.0519247559999982
1,7200,0.16494907855987548,1.9632417279999999
1,7500,0.1328080415725708,2.053203238000002
1,7800,0.13069259166717528,1.996118082999999
1,8100,0.16217124938964844,1.963314750000002
1,8400,0.16879637718200682,2.0914147020000016
1,8700,0.20349945068359376,1.9632447460000009
1,9000,0.1812949848175049,2.0146197260000065
1,9300,0.1511937665939331,2.0122607030000026
1,9600,0.13877843379974364,1.9694165860000084
1,9900,0.13654910564422607,2.0656474010000068
1,10200,0.12837182998657226,1.989942923000001
1,10500,0.1253848934173584,2.0150569510000054
1,10800,0.15485966682434082,2.133897028000007
1,11100,0.14961513996124268,1.9602484430000118
1,11400,0.14872156143188475,1.9715975820000011
1,11700,0.11154363632202148,2.0357290280000058
1,12000,0.13327017307281494,1.9652839210000081
1,12300,0.11914584159851074,2.0553643180000023
1,12600,0.1242888641357422,1.9922811250000052
1,12900,0.13452539920806886,1.9447865540000038
1,13200,0.1206432056427002,2.017302518000008
1,13500,0.13041069984436035,1.9948911980000048
1,13800,0.14063777446746825,2.09291013699999
1,14100,0.11759180068969727,2.131313206999991
1,14400,0.12236438274383545,2.028031576999993
1,14700,0.11838003158569337,2.017976309000005
1,15000,0.12301660537719726,2.0138017029999986
1,15300,0.11823144435882568,2.002219014000005
1,15600,0.12555795669555664,2.058285486999992
1,15900,0.13192589282989503,2.0055608130000024
1,16200,0.12647660255432128,2.0190022339999985
1,16500,0.12560056209564208,2.0185408700000096
1,16800,0.12929684638977051,2.0004640800000004
1,17100,0.13547253608703613,2.1646865320000046
1,17400,0.12701222896575928,1.9714862379999971
1,17700,0.12834299564361573,2.032364900999994
1,18000,0.12852577686309816,2.0334327679999973
1,18300,0.12196149826049804,1.9713163579999957
1,18600,0.1357005023956299,2.0508547760000084
1,18900,0.1285221767425537,1.9983742120000016
1,19200,0.12032703876495361,1.9838887610000029
1,19500,0.123907151222229,1.9969406330000083
1,19800,0.12898531913757325,1.9614849830000196
1,20100,0.11130487442016601,1.9980543650000016
1,20400,0.12805765151977538,2.051754270999993
1,20700,0.1277538537979126,1.9679166249999867
1,21000,0.11977349281311035,2.0509658179999803
1,21300,0.1256982946395874,1.9844747440000106
1,21600,0.12844206809997558,1.9470100940000066
1,21900,0.11115582466125488,1.9961805430000084
1,22200,0.1286047601699829,1.9996333830000026
1,22500,0.12557225704193115,1.9883457999999905
1,22800,0.1217619800567627,2.0418076310000117
1,23100,0.1126835012435913,1.9627127740000105
1,23400,0.12681410312652588,2.0325465500000064
1,23700,0.1309646797180176,2.032611727000017
1,24000,0.11338212013244629,1.9901236660000166
1,24300,0.12505733489990234,1.9647425960000078
1,24600,0.12250561714172363,1.9680487880000044
1,24900,0.12537027835845949,2.016630537999987
1,25200,0.13423371315002441,1.9508392059999835
1,25500,0.12291615962982178,1.9992960339999968
1,25800,0.1138530445098877,2.031148275000021
1,26100,0.12875749111175538,1.992261209999981
1,26400,0.12442305564880371,1.9807539579999798
1,26700,0.12544775009155273,1.9705541559999915
1,27000,0.11293454647064209,1.9912087329999792
1,27300,0.12188141822814941,2.0594043480000153
1,27600,0.12424057960510254,1.9560237449999818
1,27900,0.12662378311157227,2.027167386000002
1,28200,0.14190825462341308,2.018740321999985
1,28500,0.13673060417175292,1.9579926149999949
1,28800,0.12684717655181885,2.1115605389999814
1,29100,0.13115410327911378,1.9586335169999813
1,29400,0.12440948009490967,2.044872730999998
1,29700,0.13176042556762696,2.014032534999984
1,30000,0.13199791431427002,1.9924292809999997
1,30300,0.12436232089996338,2.0202089020000074
1,30600,0.12541786193847657,1.955477591999994
1,30900,0.13403027057647704,1.9839403590000018
1,31200,0.11531054019927979,2.096855118999997
1,31500,0.11390532493591309,1.9468459459999963
1,31800,0.1380063533782959,2.094454756999994
1,32100,0.1355650806427002,2.0066817860000015
1,32400,0.11230605125427245,2.0139779190000127
1,32700,0.13348551273345946,2.071304166999994
1,33000,0.14242188930511473,1.9695390939999982
1,33300,0.11881160736083984,1.9975284270000202
1,33600,0.13331743240356445,2.057793647000011
1,33900,0.1246037483215332,1.9770965370000226
1,34200,0.12927553653717042,1.9769432520000123
1,34500,0.10866424560546875,2.0797535609999898
1,34800,0.13414016246795654,1.9912455449999982
1,35100,0.13414066314697265,2.077652526999998
1,35400,0.1477429723739624,1.981625087999987
1,35700,0.1210390281677246,1.9740670420000015
1,36000,0.11578747272491455,2.0793486219999977
1,36300,0.12678813457489013,1.9675720349999892
1,36600,0.12603736877441407,2.0575145340000063
1,36900,0.11719195365905762,1.9918095019999953
1,37200,0.1259288263320923,1.9664960210000118
1,37500,0.10920158386230469,2.0280846839999924
1,37800,0.12981643676757812,1.955611263999998
1,38100,0.11691677570343018,1.9766396990000317
1,38400,0.12235262393951415,2.0098594359999993
