Epoche,Batch,loss,Time
1,300,4.171772155761719,1.136937085
1,600,4.168483123779297,0.3055864009999998
1,900,4.2381134033203125,0.3068069490000003
1,1200,4.2822412109375,0.3176102350000001
1,1500,3.995053253173828,0.3107540430000002
1,1800,4.030167236328125,0.3142965000000002
1,2100,4.0198573303222656,0.31569447199999967
1,2400,3.7776310729980467,0.3095724190000002
1,2700,3.585027313232422,0.3090676029999999
1,3000,3.3647857666015626,0.30510300899999976
1,3300,3.2277841186523437,0.3105159669999997
1,3600,2.669282455444336,0.3114715860000006
1,3900,2.3788976287841797,0.3079092140000004
1,4200,1.8973407745361328,0.31878341
1,4500,1.4539829635620116,0.3073256439999996
1,4800,1.0118059539794921,0.3133140259999996
1,5100,0.5285700607299805,0.30751815600000043
1,5400,0.2145470142364502,0.31335868400000066
1,5700,0.15373364448547364,0.311825228
1,6000,0.2968428039550781,0.3109260359999997
1,6300,0.5196221733093261,0.3181403970000005
1,6600,0.39694770812988284,0.308877807
1,6900,0.27208446502685546,0.3073887079999995
1,7200,0.16494902610778808,0.31426602400000014
1,7500,0.13280800342559815,0.3043510669999989
1,7800,0.13069257736206055,0.3076883389999985
1,8100,0.16217126846313476,0.31399173999999874
1,8400,0.16879636764526368,0.30737814799999974
1,8700,0.20349945068359376,0.3125104849999989
1,9000,0.1812950038909912,0.3125406589999997
1,9300,0.15119372844696044,0.30913760800000034
1,9600,0.1387784719467163,0.31118975899999946
1,9900,0.13654910087585448,0.31099875600000004
1,10200,0.1283718729019165,0.30532901400000156
1,10500,0.1253849124908447,0.31225853099999945
1,10800,0.15485969543457032,0.30524663899999993
1,11100,0.14961521148681642,0.31604147600000054
1,11400,0.14872151851654053,0.3101439190000015
1,11700,0.11154364585876465,0.3116577610000011
1,12000,0.13327016830444335,0.30887026400000117
1,12300,0.11914586544036865,0.3050502039999987
1,12600,0.1242888641357422,0.30783347700000263
1,12900,0.1345253849029541,0.3059602599999991
1,13200,0.12064319610595703,0.3043589109999978
1,13500,0.13041073322296143,0.31093176899999975
1,13800,0.1406377649307251,0.31580309900000003
1,14100,0.11759181499481201,0.30489450500000004
1,14400,0.12236443042755127,0.3056029959999975
1,14700,0.11838003635406494,0.30730060000000137
1,15000,0.12301660537719726,0.3109743149999993
1,15300,0.11823145866394043,0.30587516800000003
1,15600,0.12555793285369873,0.3124513439999994
1,15900,0.13192587375640868,0.30893664699999945
1,16200,0.12647661209106445,0.3205645970000006
1,16500,0.1256005907058716,0.3078340800000028
1,16800,0.12929680824279785,0.30897285700000054
1,17100,0.13547252655029296,0.3051965490000015
1,17400,0.12701228141784668,0.31347485399999897
1,17700,0.1283429718017578,0.30778218000000024
1,18000,0.1285258150100708,0.3145321610000025
1,18300,0.12196151733398437,0.30944840299999754
1,18600,0.13570049285888672,0.3136356830000011
1,18900,0.12852218627929687,0.309536210000001
1,19200,0.12032701969146728,0.31133006900000026
1,19500,0.12390711784362793,0.3061005690000016
1,19800,0.12898533821105956,0.3118210039999987
1,20100,0.11130489349365234,0.3070595080000018
1,20400,0.1280576753616333,0.30940495199999773
1,20700,0.12775383472442628,0.3049539480000014
1,21000,0.11977351665496826,0.30590745499999983
1,21300,0.12569827556610108,0.31243716200000193
1,21600,0.12844207763671875,0.308792111999999
1,21900,0.11115582942962647,0.3066645259999987
1,22200,0.12860476970672607,0.30715485800000053
1,22500,0.12557224273681641,0.3066123249999997
1,22800,0.1217619800567627,0.3054279849999979
1,23100,0.11268351554870605,0.3082344930000005
1,23400,0.1268140983581543,0.3082118610000002
1,23700,0.13096468925476074,0.3143788750000027
1,24000,0.11338212490081787,0.3039618190000013
1,24300,0.12505731582641602,0.3114622320000002
1,24600,0.12250562191009522,0.31123562300000174
1,24900,0.1253702735900879,0.3047231160000017
1,25200,0.13423375606536866,0.31390876000000034
1,25500,0.12291615486145019,0.30640020000000234
1,25800,0.11385304927825927,0.30931382500000026
1,26100,0.12875750064849853,0.3079973229999986
1,26400,0.1244230842590332,0.3105168720000009
1,26700,0.1254477596282959,0.31051023499999886
1,27000,0.11293451309204101,0.31542018800000093
1,27300,0.12188138484954834,0.3154705799999995
1,27600,0.12424057483673095,0.30585706400000134
1,27900,0.12662381172180176,0.30586249500000307
1,28200,0.1419082736968994,0.30966626100000383
1,28500,0.13673059940338134,0.3060061239999996
1,28800,0.12684719562530516,0.311203036000002
1,29100,0.13115410327911378,0.31666819600000196
1,29400,0.12440947055816651,0.3046307820000038
1,29700,0.1317604351043701,0.30663042999999846
1,30000,0.13199793815612793,0.30626200199999687
1,30300,0.12436233997344971,0.3050876200000019
1,30600,0.12541787147521974,0.3054472970000006
1,30900,0.1340303134918213,0.31125765099999825
1,31200,0.1153105640411377,0.3123602169999984
1,31500,0.11390534400939942,0.30480881000000437
1,31800,0.13800634384155275,0.3108608590000017
1,32100,0.1355650568008423,0.3066880619999992
1,32400,0.11230605602264404,0.31861352900000384
1,32700,0.1334855890274048,0.3057529619999997
1,33000,0.1424219036102295,0.33171337799999634
1,33300,0.11881164073944092,0.30605591199999793
1,33600,0.13331738471984864,0.322111630000002
1,33900,0.12460371494293213,0.31220723500000247
1,34200,0.12927553176879883,0.31886216499999875
1,34500,0.10866425514221191,0.31683747299999965
1,34800,0.13414015293121337,0.31292930499999727
1,35100,0.1341406536102295,0.30732051399999705
1,35400,0.14774291038513185,0.3090730350000044
1,35700,0.12103906154632568,0.31167405500000456
1,36000,0.11578748703002929,0.31562416699999574
1,36300,0.12678813457489013,0.3053232799999961
1,36600,0.12603736877441407,0.3146413910000021
1,36900,0.11719192504882812,0.30916929100000345
1,37200,0.12592881679534912,0.3040152270000007
1,37500,0.10920159339904785,0.30445818500000144
1,37800,0.1298164653778076,0.3172514640000017
1,38100,0.11691676139831543,0.30427744099999643
1,38400,0.12235265254974365,0.3045468970000016
1,38700,0.1317271137237549,0.3142593849999997
1,39000,0.11804941177368164,0.3089490190000035
1,39300,0.1407502508163452,0.3042970539999956
1,39600,0.10619403839111329,0.321293304000001
1,39900,0.13293811321258545,0.31813496600000235
1,40200,0.11175104141235352,0.3120980030000027
1,40500,0.12866646766662598,0.32706594100000075
1,40800,0.13863966941833497,0.3089091880000012
1,41100,0.11989115715026856,0.30695540600000015
1,41400,0.12344451427459717,0.3224882049999991
1,41700,0.13304597854614258,0.30780209499999955
1,42000,0.12303976535797119,0.3117962609999978
1,42300,0.13690139770507812,0.3062668290000019
1,42600,0.11364633560180665,0.3202064289999953
1,42900,0.12140296459197998,0.31784680199999826
1,43200,0.11753268718719483,0.3070012709999972
1,43500,0.12227237701416016,0.32439853700000043
1,43800,0.1105891752243042,0.3209734570000009
1,44100,0.12683931350708008,0.3158157730000042
1,44400,0.12141414642333985,0.3148025210000043
1,44700,0.11645465850830078,0.308395320999999
1,45000,0.1202301836013794,0.3058845219999995
1,45300,0.13361022472381592,0.30521646399999725
1,45600,0.12107263088226318,0.30842760800000235
1,45900,0.1350857162475586,0.3081156060000012
1,46200,0.12070293426513672,0.30940585699999446
1,46500,0.12010728359222413,0.306496757000005
1,46800,0.12947576999664306,0.30628131400000314
1,47100,0.1380876350402832,0.3089982030000016
1,47400,0.12430600643157959,0.30673784999999754
1,47700,0.12055634498596192,0.3069545009999999
1,48000,0.13270798206329346,0.3083289380000025
1,48300,0.1388036823272705,0.30901148000000234
1,48600,0.12125756740570068,0.313062673999994
1,48900,0.11990164279937744,0.3058709439999987
1,49200,0.11646086692810059,0.3186283150000051
1,49500,0.14899245262145996,0.3076264809999998
1,49800,0.1278854179382324,0.3043839569999989
1,50100,0.12773463726043702,0.31358649999999955
1,50400,0.11310307025909423,0.3087884919999979
1,50700,0.12428630352020263,0.30669922700000285
1,51000,0.13436173915863037,0.306891739000001
1,51300,0.12639495849609375,0.30986329800000334
1,51600,0.13590115547180176,0.3106454149999962
1,51900,0.12069365501403809,0.30722787999999923
1,52200,0.13583216667175294,0.31785585400000116
1,52500,0.1148211669921875,0.31066925300000037
1,52800,0.11846907138824463,0.3059291799999997
1,53100,0.11481174945831299,0.3108436600000033
1,53400,0.14352852821350098,0.31119911200000416
1,53700,0.11056889057159423,0.3244015539999978
1,54000,0.12720639228820801,0.3254238580000006
1,54300,0.11401108264923096,0.3127195929999971
1,54600,0.13278892993927002,0.3087015899999983
1,54900,0.13863627910614013,0.3103551390000021
1,55200,0.1100482988357544,0.3119438129999992
1,55500,0.1275401544570923,0.30609544
1,55800,0.11353476047515869,0.22504951500000203
Total Training Time
60.27242588996887
